"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rgs7",3.4126953861875e-104,0.727944021120616,0.942,0.785,6.61687508427895e-100,"L2/3-Rorb","Rgs7"
"Kcnip2",4.4953672149568e-104,0.994967360184801,0.753,0.404,8.71606749307975e-100,"L2/3-Rorb","Kcnip2"
"Rab3c",6.62444929971811e-104,0.748462489070328,0.984,0.864,1.28441447472234e-99,"L2/3-Rorb","Rab3c"
"Rasgef1c",6.64148157977763e-104,0.909120930644557,0.534,0.164,1.28771686350309e-99,"L2/3-Rorb","Rasgef1c"
"Galnt17",4.52476904199016e-103,0.847414691707182,0.891,0.579,8.77307469551471e-99,"L2/3-Rorb","Galnt17"
"Arhgap32",4.55350566895201e-103,0.633556449636922,0.996,0.947,8.82879214153105e-99,"L2/3-Rorb","Arhgap32"
"Rbm24",6.27284154816343e-103,0.982599141476468,0.628,0.274,1.21624124777341e-98,"L2/3-Rorb","Rbm24"
"6430548M08Rik",2.94420603163546e-102,0.847269734665465,0.907,0.63,5.70852107473799e-98,"L2/3-Rorb","6430548M08Rik"
"Zdhhc8",4.86509499304108e-102,0.76287409657568,0.898,0.691,9.43293268200735e-98,"L2/3-Rorb","Zdhhc8"
"Plagl1",5.00806352461276e-101,0.904870563715096,0.415,0.104,9.71013436787168e-97,"L2/3-Rorb","Plagl1"
"Itga4",1.35306714389095e-100,0.816885750118441,0.358,0.063,2.62346188529016e-96,"L2/3-Rorb","Itga4"
"Rasgrf2",2.27457398254188e-100,0.859238590733896,0.817,0.41,4.41017149475045e-96,"L2/3-Rorb","Rasgrf2"
"Gpr153",2.61743114676911e-100,0.731279654889055,0.277,0.033,5.07493725047062e-96,"L2/3-Rorb","Gpr153"
"Phactr3",1.28516644290094e-99,0.762927461879368,0.9,0.65,2.49180921614063e-95,"L2/3-Rorb","Phactr3"
"Fam19a5",1.99479189988947e-99,0.80512083301941,0.878,0.586,3.8677020146957e-95,"L2/3-Rorb","Fam19a5"
"Hcn4",8.28181028314779e-99,0.511832787736161,0.202,0.011,1.60576019579953e-94,"L2/3-Rorb","Hcn4"
"Ptn",1.11754919336091e-98,0.968180665283071,0.913,0.7,2.16681613100747e-94,"L2/3-Rorb","Ptn"
"Tenm2",3.75188362907814e-98,0.798521432568541,0.964,0.809,7.2745271684196e-94,"L2/3-Rorb","Tenm2"
"Prag1",3.77799804361992e-98,0.848035929753346,0.501,0.141,7.32516040677467e-94,"L2/3-Rorb","Prag1"
"Camk1g",5.28745630726584e-98,0.856362540077502,0.475,0.134,1.02518490341577e-93,"L2/3-Rorb","Camk1g"
"6330403K07Rik",9.30945275116821e-98,0.549643817432893,1,0.992,1.805009793924e-93,"L2/3-Rorb","6330403K07Rik"
"Gpr88",1.7365984650564e-97,0.77310559359382,0.466,0.129,3.36709076389786e-93,"L2/3-Rorb","Gpr88"
"Mgat5",5.77363086159709e-97,0.738111498717705,0.877,0.502,1.11944928775506e-92,"L2/3-Rorb","Mgat5"
"Frrs1l",2.18654758639927e-96,0.559834366850174,0.999,0.996,4.23949711526954e-92,"L2/3-Rorb","Frrs1l"
"Slc23a2",2.25911156477924e-96,0.709228869947227,0.93,0.783,4.38019141295047e-92,"L2/3-Rorb","Slc23a2"
"Npy1r",3.02314647004442e-96,0.933192691206604,0.72,0.342,5.86157869076913e-92,"L2/3-Rorb","Npy1r"
"Tle1",5.86869787470869e-96,0.849004440761233,0.525,0.165,1.13788183092727e-91,"L2/3-Rorb","Tle1"
"Car4",7.55771645418822e-96,0.933531147268181,0.466,0.124,1.46536564330255e-91,"L2/3-Rorb","Car4"
"Megf9",9.83995229094947e-96,0.707219794189895,0.948,0.805,1.90786834969219e-91,"L2/3-Rorb","Megf9"
"Ap3m2",1.0346509300805e-94,0.687834812172424,0.946,0.831,2.00608468833309e-90,"L2/3-Rorb","Ap3m2"
"Kcna2",1.37459797899849e-94,0.746595436759867,0.968,0.807,2.66520802148017e-90,"L2/3-Rorb","Kcna2"
"Sergef",1.43537219607461e-94,0.83853371540296,0.771,0.496,2.78304315096907e-90,"L2/3-Rorb","Sergef"
"Fam81a",5.17362614973378e-93,0.55749750697654,0.999,0.975,1.00311437417188e-88,"L2/3-Rorb","Fam81a"
"Cacna2d1",6.41782001969472e-93,0.591697213541774,0.993,0.968,1.24435112361861e-88,"L2/3-Rorb","Cacna2d1"
"Scx",6.81632328333242e-93,0.650983867800277,0.226,0.02,1.32161692140532e-88,"L2/3-Rorb","Scx"
"Cdkn1a",5.11955408307818e-92,0.935069311910543,0.731,0.359,9.92630341168028e-88,"L2/3-Rorb","Cdkn1a"
"Nrgn",1.07937302879009e-91,0.712820920907116,1,0.996,2.09279636552111e-87,"L2/3-Rorb","Nrgn"
"Sfrp1",1.18400143382623e-91,0.554849015584415,0.2,0.013,2.29566038004567e-87,"L2/3-Rorb","Sfrp1"
"Auts2",2.73355155774692e-91,0.656530899155525,0.98,0.785,5.3000831153155e-87,"L2/3-Rorb","Auts2"
"Mapk4",5.12855566778252e-91,0.83835232609196,0.517,0.165,9.94375658426353e-87,"L2/3-Rorb","Mapk4"
"Nnmt",7.82428181404001e-91,0.760919197990096,0.305,0.048,1.51705000092422e-86,"L2/3-Rorb","Nnmt"
"Jsrp1",1.02175318912869e-90,1.10367254621618,0.581,0.231,1.98107725840161e-86,"L2/3-Rorb","Jsrp1"
"A330009N23Rik",1.80596464377545e-90,0.843044409637779,0.538,0.199,3.50158484781622e-86,"L2/3-Rorb","A330009N23Rik"
"Plcxd2",1.98871746375571e-90,0.819410550555687,0.673,0.287,3.85592429047595e-86,"L2/3-Rorb","Plcxd2"
"Sobp",9.44143798350306e-90,0.59297568762863,0.994,0.973,1.83060041062141e-85,"L2/3-Rorb","Sobp"
"Sntg2",1.67099659051639e-89,0.476425783176317,0.173,0.008,3.23989528935223e-85,"L2/3-Rorb","Sntg2"
"Tenm4",1.03195839529685e-88,0.74968370627074,0.93,0.691,2.00086413264106e-84,"L2/3-Rorb","Tenm4"
"Etv6",1.53793909661009e-88,0.874926238710176,0.62,0.254,2.9819101144173e-84,"L2/3-Rorb","Etv6"
"Cdh10",1.95407616205017e-88,0.760101455353318,0.843,0.481,3.78875827059908e-84,"L2/3-Rorb","Cdh10"
"Net1",7.41217170184871e-88,0.869067326525579,0.53,0.222,1.43714597127145e-83,"L2/3-Rorb","Net1"
"Exph5",1.3121327364108e-87,0.836125695333997,0.415,0.107,2.5440941626269e-83,"L2/3-Rorb","Exph5"
"Agfg1",1.33576247988891e-87,0.663923812095545,0.913,0.794,2.5899098722566e-83,"L2/3-Rorb","Agfg1"
"Myo16",1.56723902109439e-87,0.82414772122036,0.398,0.119,3.03871973799992e-83,"L2/3-Rorb","Myo16"
"Nuak1",1.58374805478865e-87,0.746985151835515,0.843,0.649,3.07072910342971e-83,"L2/3-Rorb","Nuak1"
"Lmtk2",1.7699942026809e-87,0.806427440753325,0.804,0.537,3.431841759578e-83,"L2/3-Rorb","Lmtk2"
"Zfp148",4.42327911924164e-87,0.61078944487692,0.983,0.906,8.57629588429762e-83,"L2/3-Rorb","Zfp148"
"Pou6f2",1.15153410056579e-86,0.925458696319984,0.608,0.265,2.232709467587e-82,"L2/3-Rorb","Pou6f2"
"Nectin1",6.79574497167119e-86,0.828677246647627,0.552,0.194,1.31762699255733e-81,"L2/3-Rorb","Nectin1"
"Fbxo34",9.6356386555672e-86,0.78272371116549,0.74,0.477,1.86825397892793e-81,"L2/3-Rorb","Fbxo34"
"Dgcr6",1.23873787755537e-85,0.629326236512294,0.961,0.863,2.40178887079211e-81,"L2/3-Rorb","Dgcr6"
"A830082K12Rik",1.2790072819753e-85,0.796927104551894,0.753,0.467,2.4798672190219e-81,"L2/3-Rorb","A830082K12Rik"
"Lhx2",1.29475382809596e-85,0.7559183008722,0.544,0.191,2.51039819729525e-81,"L2/3-Rorb","Lhx2"
"Rilpl1",2.49438771329078e-85,0.787231021576847,0.746,0.389,4.83636833729948e-81,"L2/3-Rorb","Rilpl1"
"Lin7b",5.45050783742552e-85,0.664911245899472,0.964,0.891,1.05679896459843e-80,"L2/3-Rorb","Lin7b"
"Lsamp",5.94951229262653e-84,0.604014772477432,0.997,0.964,1.15355093841736e-79,"L2/3-Rorb","Lsamp"
"Ttyh1",1.5019843647395e-83,0.620477290634348,0.978,0.889,2.91219748479341e-79,"L2/3-Rorb","Ttyh1"
"Camk2a",1.7979392655961e-83,0.591871194406608,1,0.981,3.48602444206427e-79,"L2/3-Rorb","Camk2a"
"Ppm1l",1.37956239095799e-82,0.672009212419669,0.961,0.83,2.67483351982845e-78,"L2/3-Rorb","Ppm1l"
"Csrnp3",1.71260229552926e-81,0.613306831712675,0.959,0.884,3.32056459080169e-77,"L2/3-Rorb","Csrnp3"
"Prkar1b",3.43486421069467e-81,0.470407025856074,0.999,0.995,6.65985821811589e-77,"L2/3-Rorb","Prkar1b"
"Gas7",4.1991443851372e-81,0.484081106010295,0.996,0.988,8.14172104834252e-77,"L2/3-Rorb","Gas7"
"Syt1",7.6877078500555e-81,0.386399456724513,1,1,1.49056967504726e-76,"L2/3-Rorb","Syt1"
"Klhdc8b",7.84536069822078e-81,0.804116079640389,0.631,0.287,1.52113698577803e-76,"L2/3-Rorb","Klhdc8b"
"Trpc6",1.3331549610451e-80,0.654093517459579,0.321,0.063,2.58485415397035e-76,"L2/3-Rorb","Trpc6"
"Cacng3",2.02549842761002e-80,0.698619973841405,0.91,0.671,3.92723890129307e-76,"L2/3-Rorb","Cacng3"
"R3hdm2",3.8078897046191e-80,0.589596883878674,0.983,0.931,7.38311734828597e-76,"L2/3-Rorb","R3hdm2"
"Lama4",8.23080902069936e-80,0.514746274995266,0.189,0.015,1.5958715610234e-75,"L2/3-Rorb","Lama4"
"A830029E22Rik",1.88629056930277e-79,0.884755155822333,0.419,0.132,3.65732878482115e-75,"L2/3-Rorb","A830029E22Rik"
"Hs3st1",2.31656623524604e-79,0.662633150677988,0.261,0.04,4.49159027351856e-75,"L2/3-Rorb","Hs3st1"
"Ptprd",5.62290980680549e-79,0.490356528656119,0.997,0.991,1.09022598244152e-74,"L2/3-Rorb","Ptprd"
"Adrb1",9.6588791578376e-79,0.852793528214856,0.727,0.39,1.87276007991313e-74,"L2/3-Rorb","Adrb1"
"Tmem65",1.65192915405677e-78,0.7095396504897,0.897,0.737,3.20292543680067e-74,"L2/3-Rorb","Tmem65"
"Pcbd1",2.10698237615197e-78,0.781999543527791,0.402,0.118,4.08522812912105e-74,"L2/3-Rorb","Pcbd1"
"Gm26917",2.66866220103372e-78,0.676279003178299,0.988,0.891,5.17426914158427e-74,"L2/3-Rorb","Gm26917"
"Ccdc85a",2.77155122433523e-78,0.712900643065389,0.859,0.577,5.37376066886357e-74,"L2/3-Rorb","Ccdc85a"
"Zdhhc22",1.62700579282746e-77,0.63723212271775,0.956,0.838,3.15460153171317e-73,"L2/3-Rorb","Zdhhc22"
"Heg1",2.93765715750578e-77,0.680036110122423,0.287,0.054,5.69582346268795e-73,"L2/3-Rorb","Heg1"
"Cobl",8.36641396284594e-77,0.596519229651815,0.946,0.85,1.6221640032562e-72,"L2/3-Rorb","Cobl"
"Cyp46a1",9.46551171376771e-77,0.634480860452054,0.946,0.782,1.83526806618242e-72,"L2/3-Rorb","Cyp46a1"
"Echdc2",9.75230201507394e-77,0.855770059426035,0.637,0.316,1.89087383770269e-72,"L2/3-Rorb","Echdc2"
"Rasal2",1.32980952862919e-76,0.653378297523303,0.919,0.767,2.57836769505914e-72,"L2/3-Rorb","Rasal2"
"Plppr3",1.4002202142397e-76,0.770328339204294,0.573,0.232,2.71488697338935e-72,"L2/3-Rorb","Plppr3"
"Scube1",1.77616789189455e-76,0.813980248140057,0.592,0.247,3.44381192559435e-72,"L2/3-Rorb","Scube1"
"Secisbp2l",2.74997339159273e-76,0.644357095702146,0.92,0.786,5.33192340895914e-72,"L2/3-Rorb","Secisbp2l"
"Galnt7",9.38527072727346e-76,0.802219658508664,0.533,0.207,1.81971014131105e-71,"L2/3-Rorb","Galnt7"
"Cdh12",1.10339754034808e-75,0.814607347647851,0.563,0.232,2.13937749098089e-71,"L2/3-Rorb","Cdh12"
"Kcnh7",1.49300511247647e-75,0.64505405364289,0.977,0.893,2.89478761258062e-71,"L2/3-Rorb","Kcnh7"
"Magi1",2.62828727369571e-75,0.729200623059804,0.824,0.607,5.09598619496862e-71,"L2/3-Rorb","Magi1"
"Vill",2.72716795307215e-75,0.565163513580451,0.234,0.032,5.2877059442116e-71,"L2/3-Rorb","Vill"
"Grm7",1.2111027006792e-74,0.693036853063482,0.842,0.621,2.34820702634691e-70,"L2/3-Rorb","Grm7"
"Camk4",2.51846025542895e-74,0.697835085562858,0.988,0.92,4.88304258925119e-70,"L2/3-Rorb","Camk4"
"Atxn1",2.63653982364342e-74,0.635378021288972,0.961,0.842,5.11198706406223e-70,"L2/3-Rorb","Atxn1"
"Lrrk2",4.24104147127326e-74,0.780330980352095,0.653,0.341,8.22295530865172e-70,"L2/3-Rorb","Lrrk2"
"Nppc",6.70350491371752e-74,0.972640101951644,0.679,0.384,1.29974256772069e-69,"L2/3-Rorb","Nppc"
"Stxbp6",1.27783974826894e-73,0.258945156899147,0.411,0.149,2.47760348791864e-69,"L2/3-Rorb","Stxbp6"
"Hecw1",1.33548053579929e-73,0.518071654770932,0.993,0.957,2.58936321086124e-69,"L2/3-Rorb","Hecw1"
"Gm3764",1.66959726842868e-72,0.719573928734732,0.832,0.569,3.23718214375636e-68,"L2/3-Rorb","Gm3764"
"Grk5",3.77531113697296e-72,0.637325750773243,0.324,0.076,7.31995076347687e-68,"L2/3-Rorb","Grk5"
"Kmt5a",5.08216610588383e-72,0.709834042501841,0.781,0.53,9.85381186269815e-68,"L2/3-Rorb","Kmt5a"
"Unc5c",1.13473949092453e-71,0.651048097550565,0.66,0.311,2.20014639895358e-67,"L2/3-Rorb","Unc5c"
"C730002L08Rik",1.21068977122437e-71,0.771356953258641,0.566,0.246,2.34740639742692e-67,"L2/3-Rorb","C730002L08Rik"
"Plb1",1.9358947374106e-71,0.432823824902416,0.149,0.009,3.75350630636542e-67,"L2/3-Rorb","Plb1"
"Hapln4",2.69129631885967e-71,0.776667229497989,0.663,0.391,5.21815443263701e-67,"L2/3-Rorb","Hapln4"
"Pgap1",2.86522946418948e-71,0.682286530798915,0.826,0.597,5.55539340811699e-67,"L2/3-Rorb","Pgap1"
"Eif4ebp1",3.40514120279579e-71,0.744653442487488,0.448,0.158,6.60222827810075e-67,"L2/3-Rorb","Eif4ebp1"
"Sidt1",3.43376322929202e-71,0.689694354662682,0.814,0.596,6.65772352527429e-67,"L2/3-Rorb","Sidt1"
"Ovol2",4.7133502715332e-71,0.72857317194761,0.752,0.533,9.13871484147571e-67,"L2/3-Rorb","Ovol2"
"Efnb2",5.49317015747064e-71,0.717349090274924,0.846,0.608,1.06507076183198e-66,"L2/3-Rorb","Efnb2"
"Bnip3l",8.1666063640402e-71,0.480820543860772,0.993,0.964,1.58342330792376e-66,"L2/3-Rorb","Bnip3l"
"Dpp6",1.65422878702523e-70,0.635375618954628,0.9,0.702,3.20738419516321e-66,"L2/3-Rorb","Dpp6"
"Exd2",1.97953486580783e-70,0.636062829755688,0.862,0.656,3.8381201513148e-66,"L2/3-Rorb","Exd2"
"Cux1",3.02130661404514e-70,0.906447635301807,0.556,0.33,5.85801139397212e-66,"L2/3-Rorb","Cux1"
"Cyp4x1",8.00652152291545e-70,0.755564965696691,0.589,0.303,1.55238445807808e-65,"L2/3-Rorb","Cyp4x1"
"Pld3",1.49369379738978e-69,0.568363207923464,0.972,0.881,2.89612290375904e-65,"L2/3-Rorb","Pld3"
"Msra",1.58393475077937e-69,0.693911218886628,0.814,0.564,3.07109108828612e-65,"L2/3-Rorb","Msra"
"Slc16a2",1.95993708697142e-69,0.627522780841594,0.697,0.35,3.80012201792888e-65,"L2/3-Rorb","Slc16a2"
"Zdhhc2",3.72238911408508e-69,0.713143574372825,0.9,0.749,7.21734025329956e-65,"L2/3-Rorb","Zdhhc2"
"Mcub",5.11785935684907e-69,0.647013697587462,0.292,0.069,9.92301750699467e-65,"L2/3-Rorb","Mcub"
"Igfbp6",9.37159866718199e-69,0.40095995458908,0.7,0.368,1.81705926557992e-64,"L2/3-Rorb","Igfbp6"
"Tmem200a",2.6595044211466e-68,0.731454536669387,0.499,0.19,5.15651312216114e-64,"L2/3-Rorb","Tmem200a"
"Myh9",2.71165824057063e-68,0.76438504778786,0.543,0.257,5.25763416264239e-64,"L2/3-Rorb","Myh9"
"Negr1",4.45654547486543e-68,0.546308697735995,0.994,0.974,8.64079602121659e-64,"L2/3-Rorb","Negr1"
"Boc",5.65204359078601e-68,0.622593731865417,0.255,0.048,1.0958747318175e-63,"L2/3-Rorb","Boc"
"Metrnl",8.83048784895175e-68,0.732689078645775,0.424,0.141,1.71214328903326e-63,"L2/3-Rorb","Metrnl"
"Gabra1",1.44513815920629e-67,0.528577064149931,0.997,0.982,2.80197837688508e-63,"L2/3-Rorb","Gabra1"
"Ppm1h",1.52769301138431e-67,0.678982918678935,0.874,0.65,2.96204397977304e-63,"L2/3-Rorb","Ppm1h"
"Mkx",1.54414054284197e-67,0.758652533667392,0.517,0.21,2.99393409851629e-63,"L2/3-Rorb","Mkx"
"Dcx",2.16487451726809e-67,0.63672979829963,0.891,0.731,4.19747520153109e-63,"L2/3-Rorb","Dcx"
"Nrxn2",2.18203376526388e-67,0.442455203777376,0.994,0.992,4.23074526747014e-63,"L2/3-Rorb","Nrxn2"
"1110002E22Rik",2.2148758125152e-67,0.610621484824349,0.27,0.053,4.29442271288572e-63,"L2/3-Rorb","1110002E22Rik"
"Lamp5",2.68406159924304e-67,0.410533040248933,0.438,0.166,5.20412703477234e-63,"L2/3-Rorb","Lamp5"
"Gabrg2",4.17811272316908e-67,0.571577582642951,0.964,0.891,8.10094275895252e-63,"L2/3-Rorb","Gabrg2"
"Celf1",5.5779809980649e-67,0.455478161139482,0.997,0.985,1.0815147357148e-62,"L2/3-Rorb","Celf1"
"Mical3",6.56455955263518e-67,0.617229991169448,0.911,0.73,1.27280245166044e-62,"L2/3-Rorb","Mical3"
"C1galt1",7.68590163745369e-67,0.729744718310253,0.612,0.333,1.4902194684859e-62,"L2/3-Rorb","C1galt1"
"Trhde",1.11919226944545e-66,0.749186193299871,0.527,0.214,2.17000189122779e-62,"L2/3-Rorb","Trhde"
"Atoh7",1.564623278674e-66,0.809901213025735,0.337,0.105,3.03364807502101e-62,"L2/3-Rorb","Atoh7"
"Stard8",1.821249477249e-66,0.57511489428638,0.224,0.033,3.53122061143809e-62,"L2/3-Rorb","Stard8"
"Cadm3",2.01615666350971e-66,0.52240037008381,0.991,0.949,3.90912615487898e-62,"L2/3-Rorb","Cadm3"
"Rbms1",3.20668122407736e-66,0.793697557171636,0.459,0.184,6.2174342253636e-62,"L2/3-Rorb","Rbms1"
"Zbtb16",4.00615769530582e-66,0.803811528038202,0.612,0.363,7.76753915542846e-62,"L2/3-Rorb","Zbtb16"
"Arhgap42",8.75587773548046e-66,0.713904692778522,0.422,0.153,1.69767713413231e-61,"L2/3-Rorb","Arhgap42"
"Mlip",1.06296810411428e-65,0.730726794098909,0.695,0.414,2.06098885706718e-61,"L2/3-Rorb","Mlip"
"Unc5d",1.69675219613189e-65,0.666117382052096,0.52,0.208,3.28983283308012e-61,"L2/3-Rorb","Unc5d"
"Spag5",1.75249649538899e-65,0.668775960460045,0.338,0.089,3.3979154549097e-61,"L2/3-Rorb","Spag5"
"Itpka",2.28521116528837e-65,0.584017885186664,0.975,0.849,4.43079592837763e-61,"L2/3-Rorb","Itpka"
"Psd2",2.57761322623882e-65,0.663665767958387,0.398,0.129,4.99773428435446e-61,"L2/3-Rorb","Psd2"
"Ace",3.38653489315431e-65,0.402614529764281,0.155,0.012,6.56615250433689e-61,"L2/3-Rorb","Ace"
"Rbpj",6.72163222370345e-65,0.717537388163273,0.543,0.277,1.30325727185386e-60,"L2/3-Rorb","Rbpj"
"Ildr2",1.02363401440457e-64,0.630487951810118,0.916,0.776,1.98472399052902e-60,"L2/3-Rorb","Ildr2"
"Sntg1",1.27756089305412e-64,0.713691276003052,0.627,0.329,2.47706281554263e-60,"L2/3-Rorb","Sntg1"
"Pdp1",1.73981821212415e-64,0.679240493596838,0.836,0.636,3.37333353148752e-60,"L2/3-Rorb","Pdp1"
"Cxadr",2.0902358249322e-64,0.709114091086676,0.73,0.459,4.05275824096105e-60,"L2/3-Rorb","Cxadr"
"Ywhaz",2.31134590006636e-64,0.292021638173095,1,0.998,4.48146856563866e-60,"L2/3-Rorb","Ywhaz"
"Slitrk1",2.52810953008774e-64,0.542745124238616,0.959,0.875,4.90175156788712e-60,"L2/3-Rorb","Slitrk1"
"Nsf",2.62642201899652e-64,0.392677073366432,1,0.997,5.09236965263235e-60,"L2/3-Rorb","Nsf"
"Cpne6",5.21720341576811e-64,0.594407065848925,0.782,0.456,1.01156357028328e-59,"L2/3-Rorb","Cpne6"
"Arfgef3",6.49801350610586e-64,0.458237771818097,0.997,0.979,1.25989983869887e-59,"L2/3-Rorb","Arfgef3"
"Ntrk2",7.15866038442131e-64,0.481772605331932,1,0.989,1.38799266193545e-59,"L2/3-Rorb","Ntrk2"
"Trps1",7.91774807956209e-64,0.729166935166315,0.549,0.262,1.53517217514629e-59,"L2/3-Rorb","Trps1"
"Tmem108",1.95255948309596e-63,0.713620195068023,0.814,0.571,3.78581758177475e-59,"L2/3-Rorb","Tmem108"
"Marc2",4.56778962016149e-63,0.664485744283634,0.811,0.578,8.85648729453112e-59,"L2/3-Rorb","Marc2"
"Cacna2d3",6.39029988034063e-63,0.697818923925854,0.557,0.243,1.23901524379924e-58,"L2/3-Rorb","Cacna2d3"
"Man1a2",9.44787065156101e-63,0.551091931242364,0.955,0.869,1.83184764063116e-58,"L2/3-Rorb","Man1a2"
"Zfhx4",1.02795098588649e-62,0.668481438381768,0.192,0.024,1.99309416653532e-58,"L2/3-Rorb","Zfhx4"
"Zfp800",1.22853680373558e-62,0.705264564532788,0.655,0.412,2.38201000876292e-58,"L2/3-Rorb","Zfp800"
"Cacnb4",1.3738497978126e-62,0.440675157022903,0.999,0.988,2.66375737297884e-58,"L2/3-Rorb","Cacnb4"
"Faah",2.11052403060346e-62,0.588088013973236,0.893,0.723,4.09209504293705e-58,"L2/3-Rorb","Faah"
"Tppp",2.80783039698741e-62,0.455719763655639,0.996,0.983,5.44410235671889e-58,"L2/3-Rorb","Tppp"
"Mapre2",3.66608522957278e-62,0.492772350788099,0.985,0.954,7.10817265161866e-58,"L2/3-Rorb","Mapre2"
"Nlgn1",3.69809613049952e-62,0.558052155194471,0.956,0.859,7.17023858742552e-58,"L2/3-Rorb","Nlgn1"
"1190002N15Rik",4.06855699522157e-62,0.537663732920409,0.684,0.356,7.8885251580351e-58,"L2/3-Rorb","1190002N15Rik"
"Smyd2",4.68079135236236e-62,0.6455372743706,0.772,0.572,9.07558635309538e-58,"L2/3-Rorb","Smyd2"
"Cadm1",5.50544631609927e-62,0.427774061400719,1,0.994,1.06745098622849e-57,"L2/3-Rorb","Cadm1"
"Tpd52l1",9.8789297445944e-62,0.612458663913953,0.897,0.704,1.91542568817941e-57,"L2/3-Rorb","Tpd52l1"
"Adra1b",1.04492447101422e-61,0.744981115064733,0.573,0.264,2.02600405684947e-57,"L2/3-Rorb","Adra1b"
"Galntl6",2.13533376519229e-61,0.65545713609507,0.292,0.074,4.14019863733134e-57,"L2/3-Rorb","Galntl6"
"Il1rapl1",2.86409209844094e-61,0.67902751935792,0.74,0.482,5.55318816966714e-57,"L2/3-Rorb","Il1rapl1"
"Lrtm2",6.80691059749223e-61,0.688546032583298,0.624,0.352,1.31979189574777e-56,"L2/3-Rorb","Lrtm2"
"Plekha6",9.61358129486028e-61,0.636767989398298,0.814,0.564,1.86397727726046e-56,"L2/3-Rorb","Plekha6"
"Lin7a",1.29611337750943e-60,0.682428256250548,0.742,0.453,2.51303422765304e-56,"L2/3-Rorb","Lin7a"
"Sertm1",1.78618146943564e-60,0.677091843432437,0.383,0.123,3.46322725108876e-56,"L2/3-Rorb","Sertm1"
"Cib2",2.14086057190712e-60,0.617093088109395,0.859,0.666,4.15091456287071e-56,"L2/3-Rorb","Cib2"
"Ackr1",2.41125373998522e-60,0.621161024457087,0.851,0.686,4.67517987645735e-56,"L2/3-Rorb","Ackr1"
"Adk",2.73875848981856e-60,0.652554399354586,0.788,0.578,5.3101788359092e-56,"L2/3-Rorb","Adk"
"Dcdc2a",3.05316681637104e-60,0.740954863718113,0.347,0.121,5.91978514026181e-56,"L2/3-Rorb","Dcdc2a"
"Syndig1",3.6263251632985e-60,0.675139878156551,0.476,0.186,7.03108185911947e-56,"L2/3-Rorb","Syndig1"
"Pitpnm3",5.06911936904864e-60,0.661638374124467,0.687,0.446,9.82851554464842e-56,"L2/3-Rorb","Pitpnm3"
"Zfp462",5.08211616838254e-60,0.685152455286195,0.486,0.195,9.85371503887692e-56,"L2/3-Rorb","Zfp462"
"Plxdc2",1.13429468068771e-59,0.715084163054743,0.669,0.388,2.19928395638539e-55,"L2/3-Rorb","Plxdc2"
"Brinp2",1.11769082979914e-58,0.587898001354697,0.914,0.723,2.16709074989756e-54,"L2/3-Rorb","Brinp2"
"Shank2",1.99357194658743e-58,0.583460508412768,0.868,0.707,3.86533664723837e-54,"L2/3-Rorb","Shank2"
"Impact",2.02780903520931e-58,0.415785681405035,0.999,0.99,3.93171893836734e-54,"L2/3-Rorb","Impact"
"Espn",2.23453635438998e-58,0.438172170217412,0.149,0.015,4.33254253752674e-54,"L2/3-Rorb","Espn"
"Mark1",2.29939942509612e-58,0.584397448044492,0.846,0.693,4.45830554531886e-54,"L2/3-Rorb","Mark1"
"Ets1",3.69077584179243e-58,0.359164662206401,0.126,0.008,7.15604527965134e-54,"L2/3-Rorb","Ets1"
"Oxr1",6.34829097966323e-58,0.42560820576311,0.997,0.98,1.2308701380469e-53,"L2/3-Rorb","Oxr1"
"Col25a1",8.76727400712235e-58,0.829940757811288,0.608,0.359,1.69988675724095e-53,"L2/3-Rorb","Col25a1"
"Trib2",1.09590321984347e-57,0.707723225766696,0.538,0.259,2.1248467529545e-53,"L2/3-Rorb","Trib2"
"Reps2",1.25262869339725e-57,0.455817383636219,0.993,0.947,2.42872177362792e-53,"L2/3-Rorb","Reps2"
"Fras1",2.55652218493478e-57,0.469674666407573,0.56,0.267,4.95684086437005e-53,"L2/3-Rorb","Fras1"
"Desi1",5.21724535499019e-57,0.603563253419418,0.724,0.525,1.01157170187905e-52,"L2/3-Rorb","Desi1"
"Sept9",5.84241761005225e-57,0.617063266155303,0.842,0.62,1.13278635041303e-52,"L2/3-Rorb","Sept9"
"Man1c1",6.2400204419872e-57,0.563970460940516,0.448,0.173,1.2098775634969e-52,"L2/3-Rorb","Man1c1"
"Cdk5r1",6.54163443138762e-57,0.426312548543082,0.999,0.986,1.26835749990175e-52,"L2/3-Rorb","Cdk5r1"
"Cit",8.55426061452797e-57,0.501393178219602,0.981,0.907,1.65858559055083e-52,"L2/3-Rorb","Cit"
"C77080",1.10523212236716e-56,0.571631189375499,0.305,0.087,2.1429345620577e-52,"L2/3-Rorb","C77080"
"Fgfr1op2",1.19138490559945e-56,0.465028056541221,0.988,0.944,2.30997619346677e-52,"L2/3-Rorb","Fgfr1op2"
"Gm43672",2.17742738027343e-56,0.688326615679623,0.433,0.175,4.22181394761215e-52,"L2/3-Rorb","Gm43672"
"Fam126b",3.95132359620859e-56,0.454857133595947,0.993,0.972,7.66122132068884e-52,"L2/3-Rorb","Fam126b"
